transactionId,fileHeaderDate,accountNumber,transactionType,batchLocation,batchNumber,updateBatchDate,relatedFileNumber,actionName,relatedFileKey,doNotReportFlag,explanation,minorAssetsClass,owningPortfolio,posterInitials,transactionSubtype,cashEffect,cashPaidOut,brokerNumber,oldBalance,newBalance
TXN007500,20250823,ACC000007500,27,CHE,575828,20260225,810404,POST,48000374,Y,AUTO-GENERATED TRANSACTION,88,556520,AK,11,-1356.07,0.00,45075,123456789012345678.123,1252142.40
TXN007501,20250518,ACC000007501,38,MUM,427732,20260225,810643,REV,48000434,Y,AUTO-GENERATED TRANSACTION,22,556563,MT,40,3373.27,0.00,45609,123456789012345678.123,1622847.21
TXN007502,20250911,ACC000007502,96,DEL,688579,20260225,810786,POST,48000624,N,AUTO-GENERATED TRANSACTION,64,556557,VP,36,-17180.91,0.00,45484,2635317,2663543.30
TXN007503,20251028,ACC000007503,20,DEL,415803,20260225,810121,REV,48000399,N,AUTO-GENERATED TRANSACTION,68,556549,VP,12,12473.03,0.00,45842,1855927,1848387.24
TXN007504,20251031,ACC000007504,74,CHE,309993,20260225,810886,POST,48000001,N,AUTO-GENERATED TRANSACTION,47,556525,MT,5,-23416.19,0.00,45828,2958234,2927624.22
TXN007505,20250726,ACC000007505,76,CHE,203498,20260225,810241,POST,48000506,Y,AUTO-GENERATED TRANSACTION,74,556593,MT,37,-2604.16,0.00,45492,2120223,2162694.90
TXN007506,20250511,ACC000007506,71,MUM,330004,20260225,810108,ADJ,48000305,Y,AUTO-GENERATED TRANSACTION,25,556558,RS,7,45215.74,0.00,45280,1358548,1322081.18
TXN007507,20250117,ACC000007507,74,CHE,923937,20260225,810581,ADJ,48000091,N,AUTO-GENERATED TRANSACTION,23,556583,AK,14,35070.71,0.00,45889,2547382,2568883.90
TXN003962,20250401,ACC000003962,71,CHE,581806,20260225,810988,POST,48000795,N,AUTO-GENERATED TRANSACTION,12,556559,RS,22,-49576.90,0.00,45492,1180793,1198679.29
TXN007509,20250418,ACC000007509,23,PUN,390342,20260225,810385,REV,48000742,Y,AUTO-GENERATED TRANSACTION,96,556502,MT,36,-44123.42,0.00,45175,2491565,2448433.13
TXN007510,20250609,ACC000007510,67,HYD,586262,20260225,810327,ADJ,48000949,Y,AUTO-GENERATED TRANSACTION,63,556568,RS,10,49890.37,0.00,45213,1192436,1189951.24
TXN007511,20250718,ACC000007511,54,CHE,356765,20260225,810451,POST,48000431,YES,AUTO-GENERATED TRANSACTION,70,556589,RS,30,29106.17,0.00,45845,2025240,2011447.21
TXN007512,20250327,ACC000007512,88,CHE,386484,20260225,810237,ADJ,48000277,N,AUTO-GENERATED TRANSACTION,97,556536,MT,27,-15459.06,0.00,45051,2113934,2074250.37
BAD!,abc,XYZ,67,MUM,481942,20260225,810565,REV,48000792,INVALID,AUTO-GENERATED TRANSACTION,85,556554,AK,36,1.23456,0.00,45858,123456789012345678.123,2785606.83
TXN007514,20250928,ACC000007514,78,HYD,599576,20260225,810407,ADJ,48000913,Y,AUTO-GENERATED TRANSACTION,45,556588,MT,27,-1126.25,0.00,45432,2872581,2915463.88
TXN007515,20250407,ACC000007515,56,PUN,234962,20260225,810759,REV,48000695,YES,AUTO-GENERATED TRANSACTION,80,556580,RS,18,-27216.62,0.00,45375,1298944,1320525.77
TXN007516,20250328,ACC000007516,55,DEL,759521,20260225,810616,POST,48000326,Y,AUTO-GENERATED TRANSACTION,91,556564,MT,5,-15116.73,0.00,45357,2637860,2657052.85
BAD!,abc,XYZ,81,MUM,550279,20260225,810390,ADJ,48000006,INVALID,AUTO-GENERATED TRANSACTION,38,556556,AK,25,1.23456,0.00,45819,123456789012345678.123,1674395.60
TXN007518,20251106,ACC000007518,94,PUN,512668,20260225,810967,ADJ,48000838,Y,AUTO-GENERATED TRANSACTION,27,556553,MT,4,-10928.81,0.00,45418,1858703,1887488.58
TXN007519,20250118,ACC000007519,53,HYD,412492,20260225,810070,ADJ,48000568,N,AUTO-GENERATED TRANSACTION,16,556539,VP,1,41735.22,0.00,45581,1818963,1839864.90
TXN007520,20251221,ACC000007520,85,MUM,338357,20260225,810021,POST,48000130,N,AUTO-GENERATED TRANSACTION,32,556560,VP,7,-43932.06,0.00,45751,2957636,2958197.41
TXN007521,20250409,ACC000007521,60,PUN,413324,20260225,810359,REV,48000560,Y,AUTO-GENERATED TRANSACTION,43,556510,VP,32,-29646.55,0.00,45892,1670645,1670516.88
BAD!,abc,XYZ,62,MUM,432632,20260225,810290,REV,48000187,INVALID,AUTO-GENERATED TRANSACTION,45,556512,VP,33,1.23456,0.00,45249,123456789012345678.123,1426431.58
TXN007523,20250211,ACC000007523,42,DEL,842552,20260225,810086,POST,48000823,N,AUTO-GENERATED TRANSACTION,30,556575,RS,36,-18406.54,0.00,45838,123456789012345678.123,1222235.62
TXN007524,20250611,ACC000007524,10,CHE,632883,20260225,810752,ADJ,48000858,Y,AUTO-GENERATED TRANSACTION,87,556544,RS,18,-16278.00,0.00,45067,2225633,2248155.92
BAD_TXN,20250626,ACC000004882,97,CHE,639672,20260225,810574,ADJ,48000664,Y,AUTO-GENERATED TRANSACTION,24,556553,VP,28,41017.12,0.00,45882,2888767,2864594.48
TXN007526,20250911,ACC000007526,68,PUN,884516,20260225,810813,REV,48000428,Y,AUTO-GENERATED TRANSACTION,61,556560,AK,38,31537.73,0.00,45303,123456789012345678.123,1071395.34
BAD!,abc,XYZ,60,CHE,753431,20260225,810134,ADJ,48000692,INVALID,AUTO-GENERATED TRANSACTION,66,556515,MT,8,1.23456,0.00,45736,123456789012345678.123,2803208.20
BAD!,abc,XYZ,76,PUN,560005,20260225,810826,ADJ,48000407,INVALID,AUTO-GENERATED TRANSACTION,58,556537,VP,30,1.23456,0.00,45723,123456789012345678.123,1089422.08
TXN007529,20250103,ACC000007529,86,CHE,603980,20260225,810744,POST,48000596,Y,AUTO-GENERATED TRANSACTION,88,556548,AK,3,12.3456,0.00,45005,2334309,2332560.40
TXN007530,20250707,ACC000007530,48,DEL,577148,20260225,810688,ADJ,48000649,N,AUTO-GENERATED TRANSACTION,28,556501,AK,36,49701.65,0.00,45964,1104637,1101299.49
TXN007531,20250802,ACC000007531,82,DEL,630299,20260225,810391,POST,48000100,Y,AUTO-GENERATED TRANSACTION,10,556568,RS,22,16852.07,0.00,45637,2627311,2595169.99
BAD_TXN,20250216,ACC000007532,99,CHE,249600,20260225,810192,ADJ,48000532,N,AUTO-GENERATED TRANSACTION,55,556563,RS,21,-27285.54,0.00,45304,2632860,2611318.14
TXN007533,20250320,ACC000007533,30,HYD,665125,20260225,810280,POST,48000125,Y,AUTO-GENERATED TRANSACTION,83,556535,VP,18,-921.13,0.00,45666,1815065,1836673.79
TXN007534,20250714,ACC000007534,51,CHE,989367,20260225,810853,REV,48000861,YES,AUTO-GENERATED TRANSACTION,62,556541,RS,2,-16231.26,0.00,45120,2887107,2853436.04
TXN007535,20251005,ACC000007535,34,HYD,340315,20260225,810932,ADJ,48000424,Y,AUTO-GENERATED TRANSACTION,72,556569,VP,25,-10590.55,0.00,45655,2041835,2002613.85
TXN007536,20250312,ACC000007536,35,PUN,936725,20260225,810465,REV,48000502,Y,AUTO-GENERATED TRANSACTION,55,556579,MT,10,-19405.53,0.00,45512,2654465,2702780.39
TXN007537,20251201,ACC000007537,45,CHE,423280,20260225,810925,ADJ,48000891,Y,AUTO-GENERATED TRANSACTION,75,556523,VP,24,1135.55,0.00,45794,2589861,2556137.70
TXN007538,20250111,12345,89,MUM,860805,20260225,810689,POST,48000610,N,AUTO-GENERATED TRANSACTION,52,556574,MT,39,6556.38,0.00,45193,2322796,2277094.11
TXN007539,20250221,ACC000007539,21,DEL,527098,20260225,810230,ADJ,48000966,YES,AUTO-GENERATED TRANSACTION,16,556554,AK,26,-33839.94,0.00,45123,1850610,1885322.41
TXN007540,20251110,ACC000007540,16,CHE,629455,20260225,810527,ADJ,48000456,Y,AUTO-GENERATED TRANSACTION,11,556554,MT,23,-4407.51,0.00,45786,2499115,2532146.41
BAD_TXN,20250911,ACC000007541,31,DEL,352825,20260225,810050,REV,48000082,N,AUTO-GENERATED TRANSACTION,41,556597,VP,4,46874.16,0.00,45888,2932402,2974244.11
TXN007542,20251008,ACC000007542,96,CHE,740558,20260225,810146,REV,48000679,N,AUTO-GENERATED TRANSACTION,80,556593,RS,31,-46964.32,0.00,45906,2300241,2335486.67
TXN007543,20250919,ACC000007543,87,PUN,310477,20260225,810356,ADJ,48000744,N,AUTO-GENERATED TRANSACTION,84,556530,VP,27,7783.33,0.00,45568,2342139,2378932.96
TXN007544,20250211,ACC000007544,53,HYD,700077,20260225,810261,ADJ,48000070,Y,AUTO-GENERATED TRANSACTION,76,556585,RS,5,-35189.51,0.00,45902,2996017,2957401.01
TXN007545,20250131,ACC000007545,56,HYD,334730,20260225,810737,ADJ,48000210,Y,AUTO-GENERATED TRANSACTION,59,556559,AK,39,-1710.73,0.00,45089,2383956,2372326.73
TXN007546,20250805,ACC000007546,69,MUM,306770,20260225,810142,REV,48000945,N,AUTO-GENERATED TRANSACTION,34,556525,RS,5,27642.10,0.00,45071,1264189,1245631.31
TXN007547,20250724,ACC000007547,77,DEL,156611,20260225,810430,REV,48000554,YES,AUTO-GENERATED TRANSACTION,88,556531,MT,37,3774.05,0.00,45976,1299658,1278857.92
TXN007548,20251113,ACC000007548,51,CHE,126766,20260225,810410,REV,48000780,N,AUTO-GENERATED TRANSACTION,90,556520,VP,13,-16426.07,0.00,45913,1515267,1544571.01
TXN007549,2025-12-01,ACC000007549,66,HYD,921521,20260225,810605,REV,48000322,Y,AUTO-GENERATED TRANSACTION,96,556526,RS,24,38074.88,0.00,45836,1405763,1432742.26
TXN007550,20250119,ACC000007550,43,CHE,310885,20260225,810415,REV,48000053,N,AUTO-GENERATED TRANSACTION,33,556587,AK,37,-29980.42,0.00,45568,1537531,1575601.50
TXN007551,20250803,12345,25,HYD,317358,20260225,810699,ADJ,48000013,N,AUTO-GENERATED TRANSACTION,54,556501,MT,10,-7477.90,0.00,45295,2074866,2103729.61
TXN007552,20250915,ACC000007552,40,HYD,420089,20260225,810186,REV,48000013,N,AUTO-GENERATED TRANSACTION,54,556502,AK,35,35430.15,0.00,45923,2605784,2643526.65
TXN007553,20250413,ACC000007553,94,CHE,857600,20260225,810616,POST,48000008,N,AUTO-GENERATED TRANSACTION,57,556575,RS,26,-1810.90,0.00,45217,2195077,2227507.58
TXN007554,20250306,ACC000007554,84,MUM,104122,20260225,810527,ADJ,48000844,Y,AUTO-GENERATED TRANSACTION,49,556529,VP,7,-46024.77,0.00,45008,1084274,1060859.88
TXN007555,20250511,ACC000007555,20,PUN,949455,20260225,810711,ADJ,48000122,Y,AUTO-GENERATED TRANSACTION,79,556538,RS,18,-46216.69,0.00,45169,2150834,2164893.23
TXN007556,20250714,ACC000007556,32,CHE,114200,20260225,810582,POST,48000319,Y,AUTO-GENERATED TRANSACTION,37,556567,MT,36,-23758.57,0.00,45004,1306982,1356532.17
TXN007557,20250607,ACC000007557,49,HYD,393175,20260225,810896,ADJ,48000979,N,AUTO-GENERATED TRANSACTION,68,556586,MT,15,-22229.88,0.00,45065,2676704,2726311.66
TXN007558,20250420,ACC000007558,97,CHE,742349,20260225,810248,POST,48000630,N,AUTO-GENERATED TRANSACTION,16,556578,RS,1,32850.29,0.00,45451,123456789012345678.123,1606680.76
TXN007559,20250315,ACC000007559,37,DEL,570830,20260225,810831,ADJ,48000654,N,AUTO-GENERATED TRANSACTION,12,556511,MT,36,-16644.28,0.00,45707,1517418,1507517.65
TXN007560,20250926,ACC000007560,10,HYD,272681,20260225,810626,ADJ,48000220,Y,AUTO-GENERATED TRANSACTION,19,556553,AK,40,20188.31,0.00,45495,123456789012345678.123,2901599.00
BAD!,abc,XYZ,93,CHE,619558,20260225,810634,REV,48000127,INVALID,AUTO-GENERATED TRANSACTION,72,556575,RS,20,1.23456,0.00,45695,123456789012345678.123,1904359.38
BAD!,abc,XYZ,81,CHE,894860,20260225,810250,REV,48000874,INVALID,AUTO-GENERATED TRANSACTION,69,556599,AK,34,1.23456,0.00,45939,123456789012345678.123,1246415.36
TXN007563,20250902,ACC000007563,75,PUN,497073,20260225,810070,REV,48000069,N,AUTO-GENERATED TRANSACTION,82,556591,MT,10,27919.27,0.00,45485,1960876,1915516.41
TXN007564,20251125,ACC000007564,46,HYD,161667,20260225,810543,ADJ,48000794,Y,AUTO-GENERATED TRANSACTION,26,556516,VP,12,40083.09,0.00,45505,2038770,2067591.51
TXN007565,20251122,ACC000007565,41,CHE,547805,20260225,810454,POST,48000497,N,AUTO-GENERATED TRANSACTION,25,556599,MT,4,49038.51,0.00,45283,1851943,1895970.91
TXN007566,20250807,ACC000007566,60,MUM,677262,20260225,810357,POST,48000010,N,AUTO-GENERATED TRANSACTION,37,556518,MT,20,27341.85,0.00,45030,2651722,2632028.90
BAD_TXN,20250518,ACC000007567,45,CHE,888940,20260225,810041,ADJ,48000484,N,AUTO-GENERATED TRANSACTION,82,556591,RS,11,-10898.01,0.00,45417,2431814,2418502.02
TXN007568,20251112,ACC000007568,32,HYD,178064,20260225,810097,POST,48000855,Y,AUTO-GENERATED TRANSACTION,90,556576,RS,15,-30527.47,0.00,45382,2402584,2452249.13
BAD!,abc,XYZ,94,PUN,708975,20260225,810714,REV,48000417,INVALID,AUTO-GENERATED TRANSACTION,97,556508,MT,30,1.23456,0.00,45148,123456789012345678.123,1082593.33
TXN007570,20250512,ACC000007570,88,HYD,669881,20260225,810020,POST,48000860,Y,AUTO-GENERATED TRANSACTION,27,556594,MT,20,-37582.15,0.00,45926,2284724,2320633.02
TXN007571,20251214,ACC000007571,90,MUM,112415,20260225,810497,ADJ,48000652,Y,AUTO-GENERATED TRANSACTION,71,556523,MT,19,16074.27,0.00,45788,2344709,2361201.69
TXN007572,20251103,ACC000007572,23,HYD,917013,20260225,810580,REV,48000284,N,AUTO-GENERATED TRANSACTION,99,556544,RS,22,30771.85,0.00,45741,2489859,2505993.14
TXN007573,20250119,ACC000007573,65,HYD,176706,20260225,810332,ADJ,48000879,N,AUTO-GENERATED TRANSACTION,19,556590,VP,11,6409.86,0.00,45332,2185727,2168782.30
TXN007574,20250511,12345,79,MUM,822735,20260225,810871,POST,48000340,N,AUTO-GENERATED TRANSACTION,33,556572,RS,17,-8598.09,0.00,45543,2098670,2132506.26
TXN007575,20250225,ACC000007575,22,CHE,712452,20260225,810507,POST,48000921,N,AUTO-GENERATED TRANSACTION,47,556540,RS,25,-9152.36,0.00,45408,2470425,2427710.50
TXN007576,20251118,ACC000007576,73,MUM,316725,20260225,810929,ADJ,48000052,Y,AUTO-GENERATED TRANSACTION,23,556593,AK,15,44264.93,0.00,45275,2158521,2140789.91
BAD!,abc,XYZ,28,HYD,762950,20260225,810207,POST,48000417,INVALID,AUTO-GENERATED TRANSACTION,46,556534,AK,24,1.23456,0.00,45459,123456789012345678.123,2032705.79
TXN007578,20250101,ACC000007578,25,CHE,205100,20260225,810402,REV,48000620,Y,AUTO-GENERATED TRANSACTION,87,556512,MT,39,9782.01,0.00,45382,1956327,1969487.77
TXN007579,20250611,ACC000007579,39,CHE,383078,20260225,810180,ADJ,48000053,N,AUTO-GENERATED TRANSACTION,98,556543,MT,7,-44278.53,0.00,45448,2475907,2475556.48
BAD!,abc,XYZ,88,HYD,350127,20260225,810008,POST,48000465,INVALID,AUTO-GENERATED TRANSACTION,17,556520,VP,5,1.23456,0.00,45801,123456789012345678.123,1158231.18
TXN007581,20250621,ACC000007581,81,DEL,832653,20260225,810926,ADJ,48000639,Y,AUTO-GENERATED TRANSACTION,21,556594,VP,21,10022.51,0.00,45751,1522673,1514091.28
TXN007582,20250503,ACC000007582,96,CHE,577555,20260225,810876,REV,48000451,Y,AUTO-GENERATED TRANSACTION,32,556590,RS,19,-44655.00,0.00,45003,1437414,1401675.02
TXN007583,20250430,ACC000007583,40,HYD,705494,20260225,810559,REV,48000980,Y,AUTO-GENERATED TRANSACTION,76,556586,VP,10,-8590.80,0.00,45374,1091294,1094968.18
BAD!,abc,XYZ,87,CHE,539126,20260225,810042,POST,48000621,INVALID,AUTO-GENERATED TRANSACTION,12,556501,RS,32,1.23456,0.00,45260,123456789012345678.123,2749450.04
TXN007585,20250507,ACC000007585,77,CHE,338468,20260225,810119,ADJ,48000738,N,AUTO-GENERATED TRANSACTION,95,556567,RS,22,34236.51,0.00,45014,1066602,1028481.28
TXN007586,20250308,ACC000007586,79,HYD,965889,20260225,810176,POST,48000298,N,AUTO-GENERATED TRANSACTION,94,556548,VP,21,17459.87,0.00,45188,1080261,1051536.39
TXN007587,20250329,ACC000007587,84,PUN,516202,20260225,810190,REV,48000751,N,AUTO-GENERATED TRANSACTION,36,556526,RS,35,16683.67,0.00,45478,1153016,1134205.24
TXN007588,20251129,ACC000007588,57,CHE,115279,20260225,810320,POST,48000701,N,AUTO-GENERATED TRANSACTION,43,556592,VP,14,704.81,0.00,45417,1020234,985231.70
TXN007589,20250121,ACC000007589,42,DEL,792259,20260225,810662,REV,48000005,Y,AUTO-GENERATED TRANSACTION,84,556590,MT,32,17707.82,0.00,45608,2409430,2427682.80
BAD!,abc,XYZ,62,PUN,901899,20260225,810675,ADJ,48000474,INVALID,AUTO-GENERATED TRANSACTION,14,556513,VP,32,1.23456,0.00,45990,123456789012345678.123,2812202.93
TXN007591,20250315,ACC000007591,70,HYD,406922,20260225,810887,REV,48000169,Y,AUTO-GENERATED TRANSACTION,25,556582,VP,25,-10814.79,0.00,45568,123456789012345678.123,2740514.71
TXN007592,20251224,ACC000007592,13,PUN,735929,20260225,810083,REV,48000551,N,AUTO-GENERATED TRANSACTION,55,556562,MT,8,48064.70,0.00,45849,2005492,2025890.07
TXN007593,20251213,ACC000007593,72,CHE,251589,20260225,810607,ADJ,48000378,Y,AUTO-GENERATED TRANSACTION,56,556555,AK,18,12.3456,0.00,45166,2442149,2485198.36
TXN007594,20250608,ACC000007594,46,MUM,708989,20260225,810792,REV,48000790,N,AUTO-GENERATED TRANSACTION,15,556548,VP,36,-11630.08,0.00,45184,2196987,2176818.79
BAD!,abc,XYZ,91,MUM,702973,20260225,810983,ADJ,48000140,INVALID,AUTO-GENERATED TRANSACTION,20,556539,VP,14,1.23456,0.00,45214,123456789012345678.123,2571942.37
TXN007596,20250106,ACC000007596,15,CHE,397082,20260225,810495,POST,48000118,Y,AUTO-GENERATED TRANSACTION,41,556502,MT,36,11241.52,0.00,45152,2517397,2483004.63
TXN007597,20250325,ACC000007597,19,HYD,634197,20260225,810922,ADJ,48000204,N,AUTO-GENERATED TRANSACTION,25,556528,AK,40,43759.24,0.00,45030,2760369,2753219.68
TXN007598,20250203,ACC000007598,20,MUM,809036,20260225,810267,REV,48000761,N,AUTO-GENERATED TRANSACTION,38,556515,VP,19,31210.23,0.00,45871,1133299,1103326.08
TXN007599,2025-12-01,ACC000007599,80,HYD,367959,20260225,810416,REV,48000200,N,AUTO-GENERATED TRANSACTION,59,556529,AK,13,24119.36,0.00,45798,2733206,2742251.06
TXN007600,20250815,ACC000007600,77,PUN,784565,20260225,810098,ADJ,48000621,Y,AUTO-GENERATED TRANSACTION,75,556511,VP,33,21298.39,0.00,45422,1097176,1085058.19
TXN007601,20251207,ACC000007601,23,MUM,809230,20260225,810912,ADJ,48000553,N,AUTO-GENERATED TRANSACTION,50,556561,VP,24,13267.45,0.00,45269,1302557,1302544.45
TXN007602,20250816,12345,46,PUN,824661,20260225,810884,POST,48000778,N,AUTO-GENERATED TRANSACTION,82,556504,AK,25,37112.84,0.00,45907,2887615,2926027.24
TXN007603,20250619,ACC000007603,26,PUN,916914,20260225,810427,REV,48000030,N,AUTO-GENERATED TRANSACTION,21,556505,AK,18,-41266.19,0.00,45977,2077972,2099222.16
TXN007604,20250402,ACC000007604,20,DEL,467972,20260225,810739,REV,48000106,Y,AUTO-GENERATED TRANSACTION,19,556511,RS,28,-16874.67,0.00,45322,2709748,2719314.06
BAD_TXN,20250120,ACC000007605,39,PUN,408260,20260225,810727,REV,48000365,Y,AUTO-GENERATED TRANSACTION,61,556574,AK,2,9927.20,0.00,45237,1954383,1921578.36
BAD!,abc,XYZ,70,HYD,997346,20260225,810888,REV,48000482,INVALID,AUTO-GENERATED TRANSACTION,56,556531,VP,28,1.23456,0.00,45614,123456789012345678.123,2672803.67
TXN007607,20250412,ACC000007607,65,CHE,299993,20260225,810006,POST,48000342,Y,AUTO-GENERATED TRANSACTION,76,556543,VP,11,-46436.57,0.00,45303,1179323,1149950.60
TXN007608,20251221,ACC000007608,85,CHE,140445,20260225,810409,ADJ,48000410,Y,AUTO-GENERATED TRANSACTION,26,556523,AK,8,-27233.85,0.00,45446,1136709,1186534.07
TXN007609,20250514,ACC000007609,98,DEL,154747,20260225,810923,REV,48000229,N,AUTO-GENERATED TRANSACTION,48,556594,AK,29,-10628.94,0.00,45292,1828646,1804145.58
TXN007610,20250407,ACC000007610,52,CHE,327762,20260225,810473,ADJ,48000994,N,AUTO-GENERATED TRANSACTION,20,556585,VP,22,-42194.74,0.00,45094,2639713,2611251.15
TXN007611,20250830,ACC000007611,79,HYD,413221,20260225,810287,ADJ,48000185,Y,AUTO-GENERATED TRANSACTION,86,556532,MT,22,34601.63,0.00,45579,1713244,1666575.98
TXN007612,20250323,ACC000007612,27,PUN,535204,20260225,810468,ADJ,48000762,N,AUTO-GENERATED TRANSACTION,25,556509,AK,31,-46326.28,0.00,45113,2187099,2186170.18
TXN007613,20251012,ACC000007613,85,HYD,177257,20260225,810314,REV,48000806,Y,AUTO-GENERATED TRANSACTION,21,556520,AK,12,-8110.64,0.00,45943,1177499,1193840.13
TXN007614,20251017,ACC000007614,66,CHE,277633,20260225,810563,ADJ,48000062,Y,AUTO-GENERATED TRANSACTION,59,556558,MT,10,19885.66,0.00,45420,1696375,1698502.46
TXN007615,20250618,ACC000007615,18,DEL,332012,20260225,810837,POST,48000976,Y,AUTO-GENERATED TRANSACTION,98,556596,MT,35,7299.60,0.00,45921,2264295,2267333.14
TXN007616,20250304,ACC000007616,16,MUM,362247,20260225,810424,REV,48000203,Y,AUTO-GENERATED TRANSACTION,45,556592,AK,16,1782.87,0.00,45977,1081924,1057299.04
TXN007617,20250418,ACC000007617,78,MUM,943677,20260225,810766,ADJ,48000510,Y,AUTO-GENERATED TRANSACTION,88,556529,VP,7,14666.26,0.00,45917,1063494,1109962.49
TXN007618,20250919,ACC000007618,17,CHE,289041,20260225,810080,ADJ,48000170,Y,AUTO-GENERATED TRANSACTION,63,556530,AK,27,49234.49,0.00,45963,2036493,2006360.15
TXN007619,20250614,12345,49,PUN,892254,20260225,810523,REV,48000691,Y,AUTO-GENERATED TRANSACTION,86,556526,VP,29,19200.66,0.00,45404,1646945,1621812.76
TXN007620,20250701,ACC000007620,20,HYD,903916,20260225,810887,POST,48000350,N,AUTO-GENERATED TRANSACTION,72,556509,RS,11,29680.49,0.00,45962,2265436,2234251.33
TXN007621,20250913,ACC000007621,17,PUN,306944,20260225,810626,POST,48000560,N,AUTO-GENERATED TRANSACTION,77,556559,MT,31,34919.81,0.00,45469,1235556,1258396.60
TXN007622,20250621,ACC000007622,52,DEL,993206,20260225,810104,REV,48000272,Y,AUTO-GENERATED TRANSACTION,32,556510,RS,17,-22642.72,0.00,45556,1755287,1724993.47
TXN007623,20250619,ACC000007623,44,HYD,886024,20260225,810037,ADJ,48000573,Y,AUTO-GENERATED TRANSACTION,83,556517,MT,32,21120.72,0.00,45013,1674324,1680979.79
TXN007624,20250505,ACC000007624,29,MUM,617015,20260225,810414,ADJ,48000855,Y,AUTO-GENERATED TRANSACTION,81,556523,RS,17,-20627.31,0.00,45801,1405895,1432461.50
TXN007625,20250614,ACC000007625,70,MUM,600985,20260225,810582,ADJ,48000440,N,AUTO-GENERATED TRANSACTION,60,556532,VP,12,-8068.89,0.00,45158,1102671,1078551.16
TXN006687,20250526,ACC000006687,37,HYD,946597,20260225,810777,REV,48000085,YES,AUTO-GENERATED TRANSACTION,42,556544,MT,18,30688.73,0.00,45302,2996806,3038636.54
TXN007627,20250318,ACC000007627,46,HYD,640005,20260225,810179,ADJ,48000478,N,AUTO-GENERATED TRANSACTION,43,556598,VP,22,-26563.44,0.00,45534,1830425,1879530.41
TXN007628,20251011,ACC000007628,33,MUM,976185,20260225,810886,POST,48000643,Y,AUTO-GENERATED TRANSACTION,90,556580,MT,27,35539.61,0.00,45635,2874235,2911331.38
BAD!,abc,XYZ,38,CHE,750434,20260225,810622,ADJ,48000530,INVALID,AUTO-GENERATED TRANSACTION,30,556540,MT,33,1.23456,0.00,45847,123456789012345678.123,1071322.35
TXN007630,20250701,ACC000007630,63,CHE,337699,20260225,810644,ADJ,48000270,N,AUTO-GENERATED TRANSACTION,39,556538,AK,9,-11295.25,0.00,45053,2414860,2372410.44
TXN007631,20250615,ACC000007631,78,PUN,540276,20260225,810218,POST,48000572,N,AUTO-GENERATED TRANSACTION,38,556523,VP,40,35206.33,0.00,45835,1906481,1909649.64
TXN007632,20251110,ACC000007632,16,MUM,217771,20260225,810851,REV,48000392,N,AUTO-GENERATED TRANSACTION,30,556545,VP,25,-2551.17,0.00,45392,2051303,2026231.33
TXN007633,20250510,ACC000007633,86,HYD,964223,20260225,810473,REV,48000548,Y,AUTO-GENERATED TRANSACTION,16,556506,RS,12,-20079.42,0.00,45874,2554438,2519099.93
BAD!,abc,XYZ,33,PUN,937993,20260225,810890,POST,48000239,INVALID,AUTO-GENERATED TRANSACTION,10,556508,RS,26,1.23456,0.00,45368,123456789012345678.123,1920541.37
TXN007635,20250422,ACC000007635,84,CHE,742674,20260225,810485,ADJ,48000182,N,AUTO-GENERATED TRANSACTION,67,556513,RS,10,-22232.79,0.00,45700,123456789012345678.123,1217663.16
TXN007636,2025-12-01,ACC000007636,47,PUN,920222,20260225,810967,REV,48000164,N,AUTO-GENERATED TRANSACTION,64,556569,MT,36,-24221.60,0.00,45607,2477836,2467971.32
TXN007637,20251105,ACC000007637,14,HYD,137718,20260225,810669,REV,48000007,N,AUTO-GENERATED TRANSACTION,47,556599,MT,26,8264.68,0.00,45213,123456789012345678.123,1420583.49
TXN007638,20250805,ACC000007638,33,CHE,870620,20260225,810066,POST,48000103,N,AUTO-GENERATED TRANSACTION,25,556502,VP,35,2105.34,0.00,45496,2453113,2438343.60
TXN007639,20250609,ACC000007639,64,HYD,701560,20260225,810170,ADJ,48000768,N,AUTO-GENERATED TRANSACTION,54,556582,MT,6,-23876.88,0.00,45096,1592126,1545499.63
BAD!,abc,XYZ,14,PUN,149245,20260225,810603,ADJ,48000200,INVALID,AUTO-GENERATED TRANSACTION,55,556532,RS,30,1.23456,0.00,45321,123456789012345678.123,2251246.60
TXN007641,20250428,ACC000007641,73,CHE,107340,20260225,810162,ADJ,48000971,Y,AUTO-GENERATED TRANSACTION,25,556503,AK,19,-32544.79,0.00,45205,2590999,2621358.04
BAD!,abc,XYZ,30,PUN,176022,20260225,810245,ADJ,48000399,INVALID,AUTO-GENERATED TRANSACTION,49,556561,AK,28,1.23456,0.00,45298,123456789012345678.123,1198481.13
TXN005237,20250721,ACC000005237,34,HYD,657007,20260225,810165,POST,48000675,Y,AUTO-GENERATED TRANSACTION,95,556543,RS,8,24782.04,0.00,45742,1060069,1077814.94
TXN007644,20250217,ACC000007644,27,MUM,633940,20260225,810041,ADJ,48000331,N,AUTO-GENERATED TRANSACTION,70,556593,AK,26,-28897.07,0.00,45877,1697577,1707589.35
TXN007645,20250211,ACC000007645,29,HYD,387889,20260225,810486,POST,48000874,Y,AUTO-GENERATED TRANSACTION,12,556565,RS,18,34572.59,0.00,45863,2647752,2601716.52
