transactionId,fileHeaderDate,accountNumber,transactionCode,batchLocation,batchNumber,updateDate,relatedFile,actionNarration,relatedFile2,doNotReport,explanation,minorAsset,owningPort,posterInitials,transactionAmount,cashEffect,cashPaid,brokerNumber,oldBalance,newBalance
TXN000147,20250929,ACC383011,49,MUM,451608,20251002,43871813.34,ADJ,Y,Y,AUTO-GEN,97,55012,RS,-1240.23,8758.8,0,45307,2049823.9499999993,2048583.7199999993
TXN000148,20260113,ACC196073,19,HYD,459814,20260114,49330167.99,POST,Y,Y,AUTO-GEN,50,55529,RM,-4796.51,23135.5,0,45496,2048583.7199999993,2043787.2099999993
TXN000149,20260204,ACC592332,78,CHE,453104,20260206,49377247.44,POST,Y,Y,AUTO-GEN,42,55327,RS,3047.0,1153.6,0,45583,2043787.2099999993,2046834.2099999993
TXN000150,20250520,ACC215319,19,MUM,452953,20250523,48684510.55,ADJ,Y,Y,AUTO-GEN,37,55100,RS,2099.69,37619.6,0,45732,2046834.2099999993,2048933.8999999992
TXN000151,20260109,ACC534239,19,PUN,455952,20260111,48501908.03,ADJ,N,N,AUTO-GEN,11,55030,RM,4600.53,10766.7,0,45954,2048933.8999999992,2053534.4299999992
TXN000152,20251119,ACC903300,20,HYD,457315,20251119,49408370.79,ADJ,N,Y,AUTO-GEN,40,55500,RM,-1109.59,20833.0,1,45420,2053534.4299999992,2052424.8399999992
TXN000153,20250410,ACC901581,13,MUM,451739,20250415,42009975.04,ADJ,Y,N,AUTO-GEN,12,55102,RS,-3319.81,29129.9,1,45801,2052424.8399999992,2049105.029999999
TXN000154,20250823,ACC128004,10,CHE,457823,20250823,44663461.63,ADJ,N,N,AUTO-GEN,100,55234,RM,-2039.8,34183.5,0,45530,2049105.029999999,2047065.229999999
TXN000155,20250407,ACC221740,19,HYD,456751,20250412,47265662.56,POST,Y,Y,AUTO-GEN,86,55082,RM,1000.48,27037.1,1,45819,2047065.229999999,2048065.709999999
TXN000156,20250621,ACC828418,10,PUN,453121,20250622,42472974.14,ADJ,N,Y,AUTO-GEN,95,55318,RS,-943.24,3295.1,0,45394,2048065.709999999,2047122.469999999
TXN000157,20250415,ACC207131,20,DEL,450759,20250420,44399164.86,POST,N,Y,AUTO-GEN,19,55048,RM,-2410.79,14954.1,1,45052,2047122.469999999,2044711.679999999
TXN000158,20260102,ACC230851,19,DEL,453944,20260102,46944143.54,POST,Y,Y,AUTO-GEN,38,55164,RM,4193.72,27663.2,1,45011,2044711.679999999,2048905.399999999
TXN000159,20260315,ACC653654,13,DEL,457053,20260319,41718953.6,POST,Y,Y,AUTO-GEN,72,55523,RS,-968.58,37776.9,0,45995,2048905.399999999,2047936.819999999
TXN000160,20250817,ACC852076,13,DEL,451737,20250819,45514761.5,ADJ,Y,N,AUTO-GEN,21,55894,RM,749.7,35731.5,1,45495,2047936.819999999,2048686.5199999989
TXN000161,20250728,ACC591016,78,MUM,456765,20250728,46274976.57,POST,Y,N,AUTO-GEN,75,55481,RM,-4424.94,9595.8,1,45275,2048686.5199999989,2044261.579999999
TXN000162,20251219,ACC708662,19,CHE,457099,20251222,49185224.59,POST,N,Y,AUTO-GEN,82,55072,RS,4429.1,15471.2,0,45514,2044261.579999999,2048690.679999999
TXN000163,20250407,ACC379405,78,MUM,457929,20250411,43155435.59,ADJ,N,Y,AUTO-GEN,51,55377,RM,676.29,35205.0,0,45024,2048690.679999999,2049366.969999999
TXN000164,20250813,ACC545887,49,CHE,457572,20250817,40796820.61,POST,N,Y,AUTO-GEN,86,55733,RM,1105.12,22501.8,0,45894,2049366.969999999,2050472.0899999992
TXN000165,20250509,ACC108217,20,PUN,458350,20250512,45428785.48,POST,N,Y,AUTO-GEN,18,55283,RM,4112.02,31739.0,1,45431,2050472.0899999992,2054584.1099999992
TXN000166,20251018,ACC425295,49,MUM,457956,20251019,41568472.74,ADJ,Y,Y,AUTO-GEN,15,55795,RM,2046.77,1922.8,0,45691,2054584.1099999992,2056630.8799999992
TXN000167,20250424,ACC370788,20,PUN,453824,20250429,45483085.63,ADJ,Y,N,AUTO-GEN,34,55060,RS,3820.96,10936.1,1,45577,2056630.8799999992,2060451.8399999992
TXN000168,20250426,ACC595311,49,CHE,459701,20250426,41232645.9,POST,N,N,AUTO-GEN,72,55038,RS,3414.02,18284.0,0,45939,2060451.8399999992,2063865.8599999992
TXN000169,20250502,ACC670787,13,HYD,450367,20250506,40213645.4,POST,N,N,AUTO-GEN,93,55084,RS,3934.64,23654.4,0,45037,2063865.8599999992,2067800.499999999
TXN000170,20251110,ACC458603,10,DEL,458073,20251112,45281451.96,POST,Y,N,AUTO-GEN,61,55494,RM,2471.73,9242.0,0,45709,2067800.499999999,2070272.229999999
TXN000171,20251020,ACC920223,19,MUM,454052,20251021,49649558.7,ADJ,N,N,AUTO-GEN,63,55565,RS,1227.29,15831.1,0,45730,2070272.229999999,2071499.519999999
TXN000172,20260102,ACC812490,49,HYD,455574,20260105,40694496.86,ADJ,N,Y,AUTO-GEN,84,55890,RS,-468.0,25769.1,0,45367,2071499.519999999,2071031.519999999
TXN000173,20250331,ACC613004,10,PUN,452366,20250403,43247726.73,POST,N,Y,AUTO-GEN,37,55634,RS,1442.21,24848.4,1,45711,2071031.519999999,2072473.729999999
TXN000174,20260303,ACC398656,13,CHE,455082,20260305,41958926.43,ADJ,N,Y,AUTO-GEN,10,55657,RM,4626.25,1532.7,0,45863,2072473.729999999,2077099.979999999
TXN000175,20260218,ACC397666,10,HYD,453808,20260219,44453287.94,ADJ,N,N,AUTO-GEN,79,55481,RS,-1321.76,7220.8,0,45008,2077099.979999999,2075778.219999999
TXN000176,20251223,ACC686236,20,CHE,454782,20251228,41893740.29,ADJ,N,Y,AUTO-GEN,100,55664,RM,-3863.11,5880.3,0,45643,2075778.219999999,2071915.109999999
TXN000177,20260112,ACC519149,78,DEL,454215,20260116,42314102.7,ADJ,N,Y,AUTO-GEN,63,55475,RM,2885.36,18296.3,0,45806,2071915.109999999,2074800.469999999
TXN000178,20251130,ACC202582,19,MUM,456683,20251205,44018917.66,ADJ,N,N,AUTO-GEN,18,55704,RM,570.4,4950.4,0,45746,2074800.469999999,2075370.869999999
TXN000179,20251226,ACC545832,49,CHE,455870,20251231,46941733.58,POST,Y,N,AUTO-GEN,13,55351,RS,264.82,26013.1,0,45979,2075370.869999999,2075635.689999999
TXN000180,20250924,ACC318656,20,DEL,458289,20250929,41277294.99,ADJ,N,N,AUTO-GEN,64,55291,RM,3708.16,22275.5,0,45038,2075635.689999999,2079343.849999999
TXN000181,20260322,ACC247763,13,PUN,456420,20260323,40325240.16,ADJ,N,Y,AUTO-GEN,78,55261,RM,3842.69,18665.5,0,45660,2079343.849999999,2083186.5399999989
TXN000182,20251230,ACC917550,78,PUN,457373,20251231,45296442.83,POST,N,Y,AUTO-GEN,13,55869,RM,-3710.65,19121.7,0,45033,2083186.5399999989,2079475.889999999
TXN000183,20250423,ACC423774,49,MUM,455264,20250425,44122000.53,ADJ,Y,Y,AUTO-GEN,12,55793,RS,-1103.94,6881.0,1,45538,2079475.889999999,2078371.949999999
TXN000184,20250701,ACC262036,20,CHE,457329,20250702,42460750.3,POST,N,N,AUTO-GEN,56,55762,RM,-4540.98,25627.6,0,45240,2078371.949999999,2073830.969999999
TXN000185,20251008,ACC961100,78,PUN,455189,20251009,48623024.8,POST,N,N,AUTO-GEN,85,55208,RS,1568.28,26366.6,1,45182,2073830.969999999,2075399.249999999
TXN000186,20251022,ACC830304,19,HYD,458674,20251024,42700099.02,ADJ,N,Y,AUTO-GEN,37,55277,RS,4100.82,25199.4,0,45331,2075399.249999999,2079500.0699999991
TXN000187,20250905,ACC241280,49,DEL,454967,20250906,43981314.7,POST,N,Y,AUTO-GEN,28,55944,RM,-2997.04,38704.3,0,45472,2079500.0699999991,2076503.029999999
TXN000188,20260204,ACC215438,19,PUN,458097,20260206,48775776.39,ADJ,N,N,AUTO-GEN,56,55074,RS,-2851.5,37905.4,0,45491,2076503.029999999,2073651.529999999
TXN000189,20251218,ACC977993,19,DEL,455717,20251223,49685437.55,ADJ,Y,Y,AUTO-GEN,61,55287,RS,-3967.71,11938.7,0,45755,2073651.529999999,2069683.8199999991
TXN000190,20251225,ACC274622,49,CHE,457596,20251226,46931886.65,ADJ,Y,N,AUTO-GEN,16,55002,RS,2971.8,9128.2,0,45793,2069683.8199999991,2072655.6199999992
TXN000191,20251127,ACC401986,20,CHE,455367,20251130,45469640.96,ADJ,N,Y,AUTO-GEN,35,55293,RM,-539.61,8041.1,0,45255,2072655.6199999992,2072116.009999999
TXN000192,20250608,ACC968241,10,CHE,452076,20250608,49798889.42,POST,Y,Y,AUTO-GEN,93,55728,RS,3272.13,21305.8,0,45036,2072116.009999999,2075388.139999999
TXN000193,20251015,ACC960395,20,PUN,455992,20251017,42888495.77,ADJ,N,N,AUTO-GEN,20,55354,RM,-2503.22,4770.6,1,45964,2075388.139999999,2072884.919999999
TXN000194,20250707,ACC937504,49,PUN,456540,20250707,48974202.57,POST,Y,Y,AUTO-GEN,32,55944,RM,3594.88,20769.0,1,45953,2072884.919999999,2076479.7999999989
TXN000195,20250820,ACC875335,49,PUN,451160,20250825,49363474.37,POST,N,N,AUTO-GEN,33,55649,RM,4480.92,20973.8,0,45061,2076479.7999999989,2080960.7199999988
TXN000196,20250613,ACC694846,13,PUN,458389,20250615,49235110.53,POST,Y,N,AUTO-GEN,84,55637,RS,3331.67,30390.5,0,45705,2080960.7199999988,2084292.3899999987
TXN000197,20260219,ACC616511,13,PUN,455571,20260221,49402053.65,POST,Y,N,AUTO-GEN,64,55118,RS,-3555.74,6123.5,0,45557,2084292.3899999987,2080736.6499999987
TXN000198,20250729,ACC921275,10,DEL,459499,20250731,42985711.07,POST,Y,N,AUTO-GEN,64,55495,RS,1801.03,38600.7,0,45352,2080736.6499999987,2082537.6799999988
TXN000199,20250424,ACC943639,20,DEL,457970,20250428,47205233.33,ADJ,N,N,AUTO-GEN,14,55878,RM,465.57,25602.4,1,45076,2082537.6799999988,2083003.2499999988
TXN000200,20250613,ACC378163,20,CHE,452221,20250613,40276217.74,POST,Y,N,AUTO-GEN,40,55277,RS,-3951.8,15391.5,0,45897,2083003.2499999988,2079051.4499999988
TXN000201,20260125,ACC819122,13,PUN,450826,20260128,45969030.1,POST,N,N,AUTO-GEN,23,55036,RM,-1680.34,25597.1,0,45390,2079051.4499999988,2077371.1099999987
TXN000202,20251022,ACC686143,78,PUN,455135,20251027,44078313.47,ADJ,Y,N,AUTO-GEN,57,55712,RM,-4100.1,10371.9,0,45398,2077371.1099999987,2073271.0099999986
TXN000203,20250515,ACC568372,20,DEL,451006,20250516,40031750.5,POST,Y,Y,AUTO-GEN,72,55754,RM,3381.13,17670.7,0,45502,2073271.0099999986,2076652.1399999985
TXN000204,20250824,ACC293542,20,CHE,457692,20250824,45868896.04,ADJ,N,N,AUTO-GEN,40,55471,RS,4950.0,23842.4,1,45338,2076652.1399999985,2081602.1399999985
TXN000205,20260310,ACC889898,10,MUM,454539,20260311,46171424.75,ADJ,N,Y,AUTO-GEN,10,55589,RM,4191.33,9892.3,0,45330,2081602.1399999985,2085793.4699999986
TXN000206,20250616,ACC289495,49,DEL,454797,20250618,41952430.85,POST,Y,N,AUTO-GEN,40,55254,RS,3390.94,28150.3,0,45339,2085793.4699999986,2089184.4099999985
TXN000207,20250425,ACC864777,49,HYD,458548,20250426,43347512.16,POST,Y,N,AUTO-GEN,52,55007,RS,-4904.46,31830.5,1,45507,2089184.4099999985,2084279.9499999986
TXN000208,20260225,ACC890650,20,HYD,450263,20260301,48166991.14,POST,N,Y,AUTO-GEN,28,55507,RM,-2587.66,6903.3,0,45756,2084279.9499999986,2081692.2899999986
TXN000209,20250801,ACC254264,13,DEL,459323,20250805,45502102.58,ADJ,Y,N,AUTO-GEN,72,55618,RM,1506.62,7383.5,0,45095,2081692.2899999986,2083198.9099999988
TXN000210,20250806,ACC836643,10,DEL,452848,20250810,48035534.56,ADJ,Y,N,AUTO-GEN,87,55732,RM,-2702.11,13224.8,0,45550,2083198.9099999988,2080496.7999999986
TXN000211,20250911,ACC479360,10,HYD,453745,20250916,46016420.87,ADJ,N,Y,AUTO-GEN,92,55422,RM,-4397.85,5094.8,0,45207,2080496.7999999986,2076098.9499999986
TXN000212,20250702,ACC789793,19,MUM,458282,20250705,44861365.88,ADJ,Y,N,AUTO-GEN,48,55070,RM,-3838.46,36257.9,0,45225,2076098.9499999986,2072260.4899999986
TXN000213,20251023,ACC353495,49,PUN,456770,20251023,48910727.84,ADJ,Y,N,AUTO-GEN,96,55990,RS,-2164.53,34533.4,0,45175,2072260.4899999986,2070095.9599999986
TXN000214,20250414,ACC836419,78,MUM,459451,20250416,48305117.42,ADJ,N,N,AUTO-GEN,73,55491,RM,627.28,30599.4,0,45824,2070095.9599999986,2070723.2399999986
TXN000215,20251012,ACC538517,19,DEL,456898,20251017,40877641.18,POST,N,N,AUTO-GEN,26,55952,RS,4017.11,11097.3,1,45175,2070723.2399999986,2074740.3499999987
TXN000216,20251025,ACC554390,49,DEL,458665,20251030,40330952.06,POST,N,N,AUTO-GEN,97,55879,RM,-1655.76,27030.3,0,45019,2074740.3499999987,2073084.5899999987
TXN000217,20251112,ACC845586,10,MUM,456789,20251117,47987248.1,ADJ,Y,N,AUTO-GEN,70,55861,RM,-2580.92,27290.5,1,45203,2073084.5899999987,2070503.6699999988
TXN000218,20250915,ACC520622,78,HYD,451710,20250918,46688075.53,ADJ,Y,Y,AUTO-GEN,97,55504,RS,332.31,26941.7,0,45645,2070503.6699999988,2070835.9799999988
TXN000219,20250813,ACC972038,20,MUM,459395,20250815,41049526.75,ADJ,Y,Y,AUTO-GEN,28,55263,RS,983.99,18984.2,0,45763,2070835.9799999988,2071819.9699999988
TXN000220,20251031,ACC736776,49,MUM,455397,20251105,42178295.05,ADJ,N,N,AUTO-GEN,81,55765,RS,3435.99,33974.5,0,45144,2071819.9699999988,2075255.9599999988
TXN000221,20250515,ACC766473,10,DEL,450529,20250518,41262164.94,POST,N,Y,AUTO-GEN,67,55222,RS,-1066.23,27358.7,0,45497,2075255.9599999988,2074189.7299999988
TXN000222,20260226,ACC203508,13,DEL,453691,20260302,43143820.23,ADJ,N,N,AUTO-GEN,28,55802,RS,-1657.78,35652.2,0,45187,2074189.7299999988,2072531.9499999988
TXN000223,20251015,ACC822477,20,HYD,457099,20251019,45333066.57,ADJ,Y,N,AUTO-GEN,85,55471,RM,-1231.63,4219.5,0,45745,2072531.9499999988,2071300.319999999
TXN000224,20260123,ACC986553,10,HYD,454181,20260125,49779838.12,POST,Y,N,AUTO-GEN,46,55305,RS,797.95,26667.3,1,45925,2071300.319999999,2072098.2699999989
TXN000225,20260210,ACC899047,49,CHE,456389,20260215,43612566.39,ADJ,N,Y,AUTO-GEN,25,55948,RM,-369.96,21247.3,0,45386,2072098.2699999989,2071728.309999999
TXN000226,20251215,ACC452130,49,DEL,451605,20251218,49925639.48,POST,Y,Y,AUTO-GEN,56,55849,RM,3754.95,21304.8,1,45663,2071728.309999999,2075483.2599999988
TXN000227,20250617,ACC799562,19,PUN,457588,20250622,45856304.96,POST,Y,Y,AUTO-GEN,33,55175,RS,1995.58,2854.6,0,45144,2075483.2599999988,2077478.839999999
TXN000228,20250831,ACC618367,78,HYD,456010,20250901,46742303.1,POST,Y,Y,AUTO-GEN,28,55238,RM,-4677.41,21826.7,0,45947,2077478.839999999,2072801.429999999
TXN000229,20260113,ACC761105,78,CHE,458209,20260115,47138603.06,POST,Y,N,AUTO-GEN,51,55066,RM,1835.63,24301.5,0,45385,2072801.429999999,2074637.059999999
TXN000230,20251117,ACC612099,13,DEL,454099,20251120,48177321.67,POST,Y,Y,AUTO-GEN,85,55398,RM,-4668.51,34398.0,0,45090,2074637.059999999,2069968.5499999989
TXN000231,20250611,ACC407850,13,DEL,458679,20250612,41116663.99,POST,Y,N,AUTO-GEN,88,55335,RM,1208.99,20028.8,0,45723,2069968.5499999989,2071177.5399999989
TXN000232,20250912,ACC778197,20,PUN,459190,20250916,46218400.14,ADJ,Y,N,AUTO-GEN,39,55714,RM,4828.62,6843.7,0,45203,2071177.5399999989,2076006.159999999
TXN000233,20250528,ACC682798,20,HYD,455566,20250528,48301049.06,ADJ,Y,Y,AUTO-GEN,73,55760,RM,-3126.33,15643.2,0,45706,2076006.159999999,2072879.829999999
TXN000234,20251014,ACC818159,10,CHE,456750,20251017,43409007.82,POST,Y,Y,AUTO-GEN,61,55320,RM,3211.35,38640.0,0,45992,2072879.829999999,2076091.179999999
TXN000235,20251119,ACC862021,49,CHE,451106,20251121,40233640.76,POST,Y,Y,AUTO-GEN,94,55762,RS,-1834.46,28258.2,0,45384,2076091.179999999,2074256.719999999
TXN000236,20250918,ACC268816,78,CHE,453765,20250923,42638152.77,POST,Y,Y,AUTO-GEN,82,55070,RM,3424.63,13194.6,0,45576,2074256.719999999,2077681.349999999
TXN000237,20250819,ACC164241,13,HYD,457258,20250823,44116944.66,ADJ,N,Y,AUTO-GEN,64,55617,RM,494.04,38236.5,0,45463,2077681.349999999,2078175.389999999
TXN000238,20250527,ACC785634,49,CHE,457986,20250528,49472539.28,POST,Y,N,AUTO-GEN,62,55876,RM,1996.67,35290.9,0,45076,2078175.389999999,2080172.059999999
TXN000239,20250509,ACC148965,13,MUM,456485,20250510,49960959.19,POST,N,Y,AUTO-GEN,83,55022,RM,-385.11,39236.7,1,45993,2080172.059999999,2079786.9499999988
TXN000240,20250401,ACC134819,49,CHE,455879,20250405,48167174.2,POST,Y,Y,AUTO-GEN,44,55470,RM,2129.07,32203.5,1,45619,2079786.9499999988,2081916.0199999989
TXN000241,20250622,ACC908779,78,DEL,459253,20250622,42778929.72,POST,N,Y,AUTO-GEN,60,55002,RM,-3463.01,26179.9,0,45751,2081916.0199999989,2078453.0099999988
TXN000242,20251227,ACC617856,78,CHE,454609,20251228,45440104.76,ADJ,Y,N,AUTO-GEN,97,55593,RS,-4597.44,10969.2,0,45688,2078453.0099999988,2073855.569999999
TXN000243,20250717,ACC924749,49,PUN,458560,20250719,43351271.33,POST,N,Y,AUTO-GEN,16,55121,RM,-3813.63,27919.0,0,45108,2073855.569999999,2070041.939999999
TXN000244,20251030,ACC198055,10,HYD,455067,20251101,44201697.04,POST,N,N,AUTO-GEN,37,55362,RM,1289.0,25036.1,0,45994,2070041.939999999,2071330.939999999
TXN000245,20251019,ACC832964,19,MUM,455710,20251019,45359829.98,ADJ,Y,N,AUTO-GEN,67,55639,RS,-1120.12,9133.3,1,45644,2071330.939999999,2070210.819999999
TXN000246,20251107,ACC213006,78,HYD,453999,20251109,49628404.7,ADJ,Y,Y,AUTO-GEN,28,55465,RS,3552.14,21385.5,0,45831,2070210.819999999,2073762.9599999988
TXN000247,20250416,ACC972543,20,DEL,456329,20250418,47414471.44,POST,Y,Y,AUTO-GEN,58,55210,RM,2247.08,14368.5,0,45208,2073762.9599999988,2076010.0399999989
TXN000248,20251124,ACC538874,78,CHE,457371,20251128,49115568.58,ADJ,N,Y,AUTO-GEN,47,55323,RM,-2011.48,7648.8,1,45410,2076010.0399999989,2073998.559999999
TXN000249,20251011,ACC311248,10,HYD,450518,20251014,49910848.69,POST,Y,Y,AUTO-GEN,100,55102,RS,1647.89,29304.1,0,45212,2073998.559999999,2075646.4499999988
TXN000250,20250813,ACC311226,19,PUN,454605,20250814,49182604.92,POST,N,N,AUTO-GEN,59,55105,RS,-4864.67,38004.6,0,45537,2075646.4499999988,2070781.7799999989
TXN000251,20250819,ACC392881,19,PUN,451220,20250823,41747463.95,ADJ,N,N,AUTO-GEN,17,55606,RS,644.87,18130.1,0,45816,2070781.7799999989,2071426.649999999
TXN000252,20250805,ACC634507,10,PUN,453798,20250809,45018504.92,POST,N,N,AUTO-GEN,58,55878,RM,636.23,11595.5,0,45136,2071426.649999999,2072062.879999999
TXN000253,20260326,ACC183872,49,CHE,453129,20260327,43812245.64,POST,N,Y,AUTO-GEN,37,55468,RS,1527.37,6168.4,0,45895,2072062.879999999,2073590.249999999
TXN000254,20260303,ACC539331,10,CHE,456617,20260304,44682318.02,POST,Y,Y,AUTO-GEN,39,55650,RS,3394.95,26621.1,0,45855,2073590.249999999,2076985.199999999
TXN000255,20250515,ACC411352,19,HYD,454477,20250519,40484914.01,ADJ,Y,N,AUTO-GEN,56,55547,RS,-1831.04,18398.1,1,45690,2076985.199999999,2075154.159999999
TXN000256,20260224,ACC259459,78,CHE,453357,20260226,41204202.13,ADJ,Y,Y,AUTO-GEN,15,55808,RS,-1480.91,25150.8,1,45730,2075154.159999999,2073673.249999999
TXN000257,20250523,ACC845971,78,HYD,454483,20250528,42155918.39,ADJ,N,N,AUTO-GEN,85,55087,RS,-178.36,38585.3,0,45215,2073673.249999999,2073494.889999999
TXN000258,20251217,ACC823012,78,MUM,456994,20251221,42392597.62,POST,N,N,AUTO-GEN,23,55009,RM,-4423.22,39015.2,1,45235,2073494.889999999,2069071.669999999
TXN000259,20250825,ACC407435,49,CHE,450721,20250830,48822357.42,ADJ,N,Y,AUTO-GEN,60,55565,RS,-2362.4,30108.8,0,45456,2069071.669999999,2066709.269999999
TXN000260,20260116,ACC930504,49,MUM,452525,20260116,46295923.63,POST,Y,Y,AUTO-GEN,84,55960,RM,-2945.42,12769.1,1,45889,2066709.269999999,2063763.8499999992
TXN000261,20251001,ACC971977,19,PUN,452958,20251002,41068229.22,ADJ,Y,N,AUTO-GEN,77,55522,RS,-4467.2,30737.7,0,45144,2063763.8499999992,2059296.6499999992
TXN000262,20251218,ACC135186,19,CHE,450966,20251223,40121404.06,POST,Y,N,AUTO-GEN,29,55521,RS,-4027.63,6415.6,0,45301,2059296.6499999992,2055269.0199999993
TXN000263,20260324,ACC209696,10,CHE,452624,20260327,43728505.21,ADJ,Y,N,AUTO-GEN,84,55798,RM,-619.82,32820.6,0,45318,2055269.0199999993,2054649.1999999993
TXN000264,20250607,ACC625380,49,CHE,452617,20250611,43545939.83,POST,Y,N,AUTO-GEN,82,55354,RS,2989.68,16141.1,0,45106,2054649.1999999993,2057638.8799999992
TXN000265,20250601,ACC530981,19,DEL,455283,20250605,43343700.4,POST,N,Y,AUTO-GEN,38,55255,RS,-4605.05,22912.7,0,45408,2057638.8799999992,2053033.8299999991
TXN000266,20250726,ACC763725,10,CHE,458325,20250726,47174528.41,ADJ,N,Y,AUTO-GEN,98,55965,RS,-2451.41,2819.0,1,45372,2053033.8299999991,2050582.4199999992
TXN000267,20250902,ACC355624,19,CHE,452940,20250903,45943527.41,POST,Y,N,AUTO-GEN,98,55236,RM,-695.72,3858.1,1,45782,2050582.4199999992,2049886.6999999993
TXN000268,20251119,ACC223519,78,MUM,457043,20251124,41225607.03,POST,Y,Y,AUTO-GEN,63,55148,RS,2970.87,18802.4,0,45054,2049886.6999999993,2052857.5699999994
TXN000269,20250727,ACC759009,78,MUM,450870,20250730,41419750.94,ADJ,N,Y,AUTO-GEN,72,55859,RS,-446.65,37917.9,0,45138,2052857.5699999994,2052410.9199999995
TXN000270,20250616,ACC411428,20,PUN,459436,20250618,42605658.43,ADJ,Y,Y,AUTO-GEN,34,55863,RS,2274.07,27354.7,0,45931,2052410.9199999995,2054684.9899999995
TXN000271,20260216,ACC672094,78,DEL,459583,20260221,47414291.65,ADJ,N,N,AUTO-GEN,40,55461,RM,-3534.71,15566.8,0,45688,2054684.9899999995,2051150.2799999996
TXN000272,20260217,ACC933806,20,MUM,459793,20260222,47192895.47,ADJ,N,N,AUTO-GEN,92,55712,RM,-3889.63,16283.6,1,45171,2051150.2799999996,2047260.6499999997
TXN000273,20251128,ACC166358,78,CHE,455038,20251203,43075449.26,ADJ,Y,Y,AUTO-GEN,87,55821,RS,-1005.08,3953.7,0,45994,2047260.6499999997,2046255.5699999996
TXN000274,20250617,ACC140211,10,DEL,457471,20250617,41286661.75,POST,N,Y,AUTO-GEN,93,55621,RS,4256.06,1378.7,0,45227,2046255.5699999996,2050511.6299999997
TXN000275,20260219,ACC645024,78,DEL,450728,20260221,49931668.44,POST,N,Y,AUTO-GEN,71,55929,RM,3672.16,31845.6,1,45632,2050511.6299999997,2054183.7899999996
TXN000276,20250914,ACC359694,49,PUN,451168,20250917,48745179.1,POST,Y,N,AUTO-GEN,87,55477,RM,3972.23,37154.4,0,45663,2054183.7899999996,2058156.0199999996
TXN000277,20250923,ACC121425,78,PUN,459067,20250928,48116829.83,ADJ,Y,N,AUTO-GEN,12,55599,RS,-1453.87,31073.7,0,45217,2058156.0199999996,2056702.1499999994
TXN000278,20250909,ACC802053,20,CHE,450045,20250910,46409810.4,POST,Y,Y,AUTO-GEN,23,55698,RS,1837.62,20501.1,1,45138,2056702.1499999994,2058539.7699999996
TXN000279,20250922,ACC281160,49,CHE,453092,20250925,47707805.39,POST,Y,Y,AUTO-GEN,28,55421,RS,442.28,25908.8,1,45320,2058539.7699999996,2058982.0499999996
TXN000280,20251225,ACC597862,20,MUM,456082,20251229,41032013.2,ADJ,N,Y,AUTO-GEN,59,55370,RM,4680.3,6834.3,0,45090,2058982.0499999996,2063662.3499999996
TXN000281,20250718,ACC210217,20,HYD,457009,20250722,46426520.02,ADJ,N,Y,AUTO-GEN,73,55406,RS,1124.98,21185.2,1,45930,2063662.3499999996,2064787.3299999996
TXN000282,20251130,ACC876743,78,PUN,450637,20251203,47444154.31,POST,Y,Y,AUTO-GEN,51,55167,RS,2753.94,4902.9,0,45991,2064787.3299999996,2067541.2699999996
TXN000283,20250819,ACC636545,20,PUN,454702,20250821,42669384.37,ADJ,Y,N,AUTO-GEN,10,55094,RM,-381.82,33393.5,1,45910,2067541.2699999996,2067159.4499999995
TXN000284,20250717,ACC796503,20,CHE,458014,20250721,43016094.79,POST,Y,Y,AUTO-GEN,32,55469,RM,-1057.0,23344.0,1,45275,2067159.4499999995,2066102.4499999995
TXN000285,20260114,ACC286697,10,PUN,453780,20260116,45076733.0,POST,Y,Y,AUTO-GEN,65,55295,RS,-604.52,39573.3,1,45589,2066102.4499999995,2065497.9299999995
TXN000286,20250504,ACC523808,78,MUM,451441,20250509,49212832.81,ADJ,N,Y,AUTO-GEN,24,55112,RM,4672.36,21266.6,1,45598,2065497.9299999995,2070170.2899999996
TXN000287,20250905,ACC735886,13,HYD,456538,20250910,47906240.07,POST,N,Y,AUTO-GEN,26,55576,RS,1928.68,1456.5,0,45289,2070170.2899999996,2072098.9699999995
TXN000288,20250421,ACC377636,78,CHE,453950,20250425,48969682.47,ADJ,Y,Y,AUTO-GEN,49,55514,RM,-1383.83,22559.1,0,45195,2072098.9699999995,2070715.1399999994
TXN000289,20250601,ACC561280,78,HYD,455622,20250605,43764361.16,POST,N,Y,AUTO-GEN,30,55243,RS,-1796.87,3167.3,0,45543,2070715.1399999994,2068918.2699999993
TXN000290,20250815,ACC798142,20,DEL,457897,20250815,42948213.01,ADJ,N,N,AUTO-GEN,60,55829,RM,2100.44,31269.7,0,45425,2068918.2699999993,2071018.7099999993
TXN000291,20250701,ACC989829,49,DEL,453673,20250702,47320353.43,ADJ,Y,Y,AUTO-GEN,74,55668,RS,-1420.16,37070.8,0,45650,2071018.7099999993,2069598.5499999993
TXN000292,20260318,ACC779218,49,HYD,454550,20260319,48593809.89,POST,Y,Y,AUTO-GEN,72,55702,RM,1239.06,15643.7,0,45633,2069598.5499999993,2070837.6099999994
TXN000293,20250514,ACC148134,10,PUN,456290,20250515,48519123.14,POST,Y,Y,AUTO-GEN,24,55824,RM,534.36,21433.8,0,45859,2070837.6099999994,2071371.9699999995
TXN000294,20250816,ACC600111,78,MUM,458056,20250820,41721855.59,POST,N,N,AUTO-GEN,35,55976,RM,-2952.99,34611.7,1,45210,2071371.9699999995,2068418.9799999995
