transactionId,fileHeaderDate,accountNumber,transactionType,batchLocation,batchNumber,updateBatchDate,relatedFileNumber,actionName,relatedFileKey,doNotReportFlag,explanation,minorAssetsClass,owningPortfolio,posterInitials,transactionSubtype,cashEffect,cashPaidOut,oldBalance,newBalance
tx285801859253968133,20250815,7.04E+11,12,NYS,779871,20251006,751798,EILF,58428939,Y,AUTO-GEN-CQ84UTFH,52,872597,LG,48,-130158.07,268927.17,4471560.32,4519369.51
tx923853730080149598,20250314,2.27E+11,85,BTJ,758827,20250830,806028,LGGI,36538783,Y,AUTO-GEN-F1PC9ND8,26,285702,XC,27,-434354.1,846744.49,4501145.3,4467483.05
tx228704073858007382,20250429,3.80E+11,67,VYB,746845,20251014,709669,CKHL,12856664,N,AUTO-GEN-GL2C5YB4,67,451367,VO,22,827291.88,503318.67,1333946.79,1327720.45
tx323930878435466695,20250723,6.05E+11,15,ALW,751055,20251229,361758,WLYC,88292286,Y,AUTO-GEN-ID5Y0DAG,62,165680,KG,22,836859.27,-118566.38,4006567,4037398.03
tx039658559324811520,20260309,9.12E+11,43,PYE,684694,20250416,492315,VRAL,27857149,Y,AUTO-GEN-RVMHL7PE,77,475436,BN,47,-291899.77,507831.61,19823.02,0
tx598924364274195890,20250521,8.32E+11,93,YZK,894064,20250615,136254,DDPF,34210896,N,AUTO-GEN-0F6K97UJ,84,187314,TA,33,-815323.86,811106.69,3176704.54,3180773.59
tx285859692991075191,20260129,8.53E+11,49,RSX,397758,20250901,892108,VCCT,54970636,Y,AUTO-GEN-JJRGBNU8,24,207347,SV,64,-662285.6,315836.1,3833696.2,3878173.24
tx286273431447543333,20260206,8.89E+11,94,UTU,434970,20250810,878144,ZZGG,18294356,N,AUTO-GEN-AEE56MAC,84,478912,JT,21,373035.35,351001.68,4138686.83,4096721.41
tx754992571180861363,20250907,7.25E+11,48,ZWN,931056,20250506,753772,EHLR,66749414,Y,AUTO-GEN-B1MNF1DX,93,774978,FY,24,181202.88,291671.53,2027177.02,2047066.59
tx471302368600322632,20251110,6.92E+11,14,PMG,209793,20251020,608860,CUQA,28157870,Y,AUTO-GEN-HM5MYERO,10,522781,VE,96,320505.21,799361,4660634.87,4679749.66
tx292116540290803000,20251017,3.94E+11,51,QOI,938998,20260116,592353,ZNBR,60637169,N,AUTO-GEN-WEA675YA,10,220897,QI,61,-788697.8,586075.71,4123244.03,4165536.3
tx246254381898607344,20251028,9.52E+11,26,CZF,757528,20251012,724934,QGOC,70230035,N,AUTO-GEN-OU5IVI3J,15,528929,KI,74,-456768.61,-490117.63,1762895.94,1780787.29
tx118003643764835993,20250518,8.21E+11,27,GWB,969674,20250606,167321,ZYKX,96783587,N,AUTO-GEN-O8ETLQJ8,43,364032,VJ,97,268978.87,883153.66,4552340.05,4525494.35
tx663930684090597342,20250630,1.33E+11,14,WLI,609446,20250908,329253,WNVO,80712832,N,AUTO-GEN-VZCQ2XTW,16,240392,GZ,92,508389.64,293377.17,736033.26,735100.61
tx858808714369229171,20250820,4.00E+11,35,YJR,756320,20250521,938005,DPEC,51930293,Y,AUTO-GEN-O6YKAXIX,26,580971,OO,77,507614.84,-260936.2,2594123.28,2547454.15
tx321871591290200385,20250915,6.45E+11,16,FHK,156558,20251011,196725,IGEI,37374916,N,AUTO-GEN-EMLLWQQR,92,201137,HV,63,221544.59,741166.56,1019961.83,982305.96
tx411398939179949198,20260115,4.17E+11,60,RWM,657621,20260207,327938,TSQN,39127684,N,AUTO-GEN-BXCK912H,17,927428,ZH,43,-85328.67,-652536.44,81869.9,106713.44
tx162602522291125907,20250411,6.20E+11,61,TOZ,527405,20251226,586362,VKLY,56956183,Y,AUTO-GEN-VWX9Z65M,43,186059,UB,81,-127062.52,839100.98,1895979.91,1878323.15
tx006745863412361982,20250407,3.51E+11,88,MDU,720439,20250803,748435,TQHQ,50800175,N,AUTO-GEN-ZC08EDPJ,54,204336,AJ,63,-529606.48,651755.22,1119629.78,1158573.09
tx977945817663613025,20250810,4.50E+11,87,DVY,724189,20251209,345034,ALRF,84257584,N,AUTO-GEN-R81VTK1F,75,957727,MG,94,-245264.16,-469244.8,3938196.61,3892715.7
tx915778958407847928,20250409,3.08E+11,28,JWE,404260,20250409,373693,KWTG,51759272,N,AUTO-GEN-B29VWXDN,97,700950,DK,12,-883371.67,372461.07,4214402.93,4251147.85
tx644638287379059426,20250420,7.46E+11,32,JEX,696497,20251003,883987,JIPA,18560091,Y,AUTO-GEN-69E2N3YB,79,952752,ZP,12,-787916.36,421098.95,3661466.99,3652759.58
tx831661142732786231,20250810,6.00E+11,91,RKX,628130,20250403,923072,YZVI,16651975,Y,AUTO-GEN-RBOBMPW0,17,560925,ZE,84,-56551.63,187509.21,1990849.12,2003293.17
tx712394150680197731,20250701,4.75E+11,70,PQL,140271,20251105,805397,HZIR,26346460,N,AUTO-GEN-Y49QPF7A,42,109529,ET,51,-107114.29,746612.57,1103812.14,1075504.85
tx366695139116159457,20250325,2.31E+11,63,JPC,242608,20250615,790207,KKNF,74513730,Y,AUTO-GEN-E3D6CPYD,80,690850,YB,23,-269491.85,-958487.29,883345.23,840747.63
tx197726956010712908,20250421,4.00E+11,20,MPJ,956059,20251014,560898,BVLK,40883786,Y,AUTO-GEN-SS5W1C5X,25,758588,CH,65,555653.74,-694677.46,2035845.46,2005937.9
tx081304382721197479,20260212,6.40E+11,38,OUX,510994,20251019,822435,CHQJ,79909408,N,AUTO-GEN-Y914LRRN,10,316517,IR,66,-402095.55,663519.2,368330.18,346396.94
tx088135352345072349,20250424,4.12E+11,96,WKD,230110,20250507,161386,HXPW,31837697,Y,AUTO-GEN-7EB5B700,32,856485,GS,73,-102823.45,-425033.12,4259980.35,4274418.02
tx806561681602075945,20251014,9.40E+11,56,PDL,128384,20250901,851403,ZKDX,28532165,Y,AUTO-GEN-0S438Z0U,17,409113,JT,18,-513610.27,-287062.72,2998622.08,2967076.11
tx079427669673021529,20250421,3.25E+11,85,CHK,937190,20251104,782796,AYUH,72737114,Y,AUTO-GEN-TSXKYT88,38,713569,HR,13,443709.88,640954.81,2597846.06,2548732.8
tx810780501596135158,20250324,4.97E+11,36,HRD,636408,20260105,440357,UPPS,47470287,Y,AUTO-GEN-9E54OWQX,47,567813,LJ,63,553484.96,449136.72,4862901.38,4902578.37
tx069111150343544530,20250927,6.77E+11,87,DAW,322445,20251212,617956,OUOF,53432176,Y,AUTO-GEN-4JNKO4B9,86,671847,TP,25,214214.7,746079.72,3159069.99,3140447.95
tx598182425588365050,20251009,7.20E+11,26,OFD,492709,20260205,151741,UNUO,40431833,N,AUTO-GEN-WWMKUH6K,96,733863,KP,28,355485.27,-800125.21,4665138.87,4648179.46
tx538270240871074942,20250908,3.80E+11,64,OKI,338260,20250811,339128,FVTJ,84312366,Y,AUTO-GEN-QVU1I2CC,79,830312,XO,55,763425.13,-210809,3284109.82,3297978.24
tx087282174645083857,20260304,9.17E+11,84,JHZ,400994,20250529,862571,UCDS,33875745,N,AUTO-GEN-18MG5PTD,53,117920,RN,94,-589761.04,539008.95,2781821.65,2754669.13
tx020444816247322008,20260118,9.61E+11,55,GOR,597398,20251004,405586,AXHN,37968880,N,AUTO-GEN-U64XRU20,88,840473,CS,56,-683814.41,437313.11,2144117.63,2169063.87
tx096599437981455519,20250723,8.67E+11,93,SVQ,278174,20260124,521600,UQPV,97580921,N,AUTO-GEN-WD8YUEMG,91,270830,ZM,15,187984.72,634084.95,3308247.8,3349079.76
tx182718928399202683,20250720,1.92E+11,90,QQQ,670087,20260213,719051,XKPC,99599545,Y,AUTO-GEN-6VYT2BYR,61,166896,DC,11,-578077.58,156344.58,341951.02,339484.12
tx342921030033697495,20250330,8.45E+11,58,KIQ,290300,20260309,477528,FBSA,97787182,Y,AUTO-GEN-5H76G14Y,36,361468,CH,64,988938.25,-703081.84,2008454.85,2048785.19
tx278746011189319283,20250615,8.63E+11,71,QDG,928317,20251118,722842,SBRX,91222781,Y,AUTO-GEN-OPV2WZO2,21,223712,ER,14,-926582.37,-128343.61,1210231.95,1242239.75
tx086436285959261937,20251024,4.66E+11,39,JIK,302681,20250819,624807,EJPB,53550750,N,AUTO-GEN-DSEJN691,67,471264,LE,46,812919.1,29154.78,1343067.71,1378816.03
tx120740332490452269,20260122,4.16E+11,42,YZJ,770958,20250908,627465,USKP,83856790,Y,AUTO-GEN-FVF673GN,57,352714,PW,71,665755.08,578110.56,4037675.62,4055351
tx803586958797114862,20251023,7.98E+11,27,LII,392008,20260121,388362,JRRL,55199224,N,AUTO-GEN-48VV7I1X,25,461676,HS,33,-578331.19,-314756.04,2868181.93,2848534.17
tx268060970650186879,20250531,2.54E+11,79,ZZZ,546585,20250920,967125,YURH,83207821,N,AUTO-GEN-ZX9IGS8K,72,237596,UD,26,44742.69,-126930.36,4557462.55,4560095.23
tx537717298113476887,20250616,3.59E+11,86,BWM,209231,20250627,561942,OCFK,85397742,N,AUTO-GEN-PIQLHRYU,85,782491,ES,15,518909.32,543872.73,752390.67,753125.59
tx927172800345721016,20250511,4.36E+11,93,XWL,697901,20250703,288492,SKIF,69895651,N,AUTO-GEN-FDR6XXUO,31,122606,HA,72,143250.4,265169.58,315717.8,342041.69
tx918609907758151951,20260204,7.24E+11,12,OBK,393105,20251028,950668,HHMM,56461409,Y,AUTO-GEN-WW49X2SC,71,673897,OA,71,-17980.57,366334.89,3003750.6,2980033.37
tx850352403161897345,20250808,3.52E+11,59,BAF,308459,20250421,767242,UJNA,17789363,N,AUTO-GEN-I9P4NWNC,16,127729,BJ,56,767483.11,989590.73,2930208.8,2974385.24
tx567885663197598735,20260223,8.98E+11,36,OIY,605374,20250620,862419,EESW,13244152,N,AUTO-GEN-5ITL7A7L,99,848111,JL,88,157049.34,-172704,1642194.6,1597382.88
tx205333871221376581,20250506,5.32E+11,54,ONK,849459,20251119,864139,ORJZ,16282937,Y,AUTO-GEN-HACM7398,44,592180,WN,42,-852075.31,599755.24,246819.57,278719.42
tx682739130107025944,20260117,5.63E+11,64,HSV,866304,20250607,394182,TLAY,46277241,N,AUTO-GEN-T0UWETA5,61,297074,SS,43,912633.57,49376.64,2056608.59,2049481.79
tx843476974712538774,20250503,7.10E+11,41,DVI,596924,20251120,685149,IMSQ,39054656,Y,AUTO-GEN-AHTL5GEX,51,752459,QI,66,-194645.57,74284.6,327459.01,317377.42
tx906203398832975998,20250609,5.88E+11,84,VEK,260547,20251130,589202,WEMI,90297961,Y,AUTO-GEN-3WU89LSU,52,539889,EB,99,179838.17,160881.56,4591092.2,4600703.65
tx023288416313634129,20250614,5.61E+11,13,XOH,434240,20260309,552040,TOUV,20700202,Y,AUTO-GEN-14DOH9BK,24,899036,EN,21,40373.18,410756.5,1456834.44,1488607.69
tx261364599001081007,20250728,5.15E+11,46,DHE,630889,20250824,360698,GWQN,34649431,Y,AUTO-GEN-NS1KZQSW,62,614682,IS,54,-284532.93,-948746.27,3442720.45,3455853.82
tx741852892348494632,20250727,5.18E+11,59,RNB,900887,20250612,532638,NZWH,63985962,Y,AUTO-GEN-N5YH92AZ,61,591068,SY,13,410600.45,-342388.54,2417244.83,2367823.44
tx893895135114029722,20250730,8.94E+11,48,NRQ,482147,20250624,253995,BIJE,45172677,Y,AUTO-GEN-RRM72D2T,55,291352,FA,40,-302284.08,536094.61,221940.94,180158.68
tx975220734285049042,20250915,1.81E+11,26,QHJ,623518,20250906,735210,BMSR,82122256,Y,AUTO-GEN-EEA3FLDC,68,103354,CR,23,-809588.38,11696.3,764281.01,715769.7
tx645425653402837414,20250727,1.52E+11,13,PNQ,300887,20250505,884934,OJYO,44293309,N,AUTO-GEN-FKH22WOJ,55,623705,II,96,425578.96,-781831.86,3851595.12,3802931.86
tx648310275903363545,20250509,1.36E+11,49,FRY,644319,20251208,931178,ELDX,48931030,Y,AUTO-GEN-XAM00MHL,74,280614,PS,16,-722632.82,-909628.6,4201276.77,4217739.76
tx456281124671827445,20251014,6.85E+11,13,OLK,299598,20251218,221177,ZKKA,53549428,Y,AUTO-GEN-ZUMTEE91,62,696798,EG,47,-849488.91,821575.63,3657880.94,3652322.61
tx557547662583359714,20251024,2.12E+11,30,YRZ,256266,20250626,970291,ROWW,48175747,N,AUTO-GEN-7BH2AGI3,56,329788,NT,71,216799.12,-99984.09,4060182.01,4036940.96
tx321980027640569431,20251210,3.17E+11,53,PHX,466274,20251201,300483,RYHS,30487649,Y,AUTO-GEN-SPTN4Z15,21,951715,TF,21,-658335.77,856775.88,691597.36,649023.13
tx294125013342943829,20250920,3.35E+11,51,JPL,283575,20251229,181170,GNCJ,53864185,Y,AUTO-GEN-RVTVHSXI,57,929115,ZE,17,532272.96,21828.66,2325162.1,2288058.05
tx668696833222148512,20260305,7.09E+11,20,HQY,697690,20250906,910828,YKSI,63215745,Y,AUTO-GEN-S47ZZKNF,57,891343,JN,60,-526805.41,486536.56,1606132.98,1636748.97
tx691550115747324452,20260201,7.49E+11,33,MTQ,267005,20250405,191008,FUST,65485274,Y,AUTO-GEN-FUQLCEWO,45,296686,TS,95,-561195.16,407861.81,43216.13,33887.82
tx382084050692129857,20250326,2.85E+11,32,HDZ,784327,20250531,412233,NLSH,41690620,N,AUTO-GEN-9OPLK8Y0,89,761529,SY,75,-98980.73,-840390.31,3959820.92,3910872.52
tx930259879249475571,20260120,8.09E+11,29,WJO,972791,20260202,149165,IJJH,97027348,Y,AUTO-GEN-GBX4U73G,17,170972,XY,78,658249.56,508659.24,1321792.52,1334124.2
tx718325682279187780,20250513,1.33E+11,85,GAE,198460,20251006,836327,LLBI,34636136,Y,AUTO-GEN-T5I1TNXZ,43,399045,CP,27,-440346.71,-195942.87,3017480.9,3002244.46
tx975007038285982915,20250409,8.93E+11,52,TGZ,363684,20250507,561078,ELMG,64443362,Y,AUTO-GEN-199LMY0M,24,802239,ZR,44,38048.85,468142.46,414159.92,418762.77
tx043116985724294081,20250602,3.10E+11,73,ADD,168759,20251109,963729,DJYH,73109210,Y,AUTO-GEN-93YBHJN9,49,737437,XS,26,-842086.32,-576603.05,2232543.1,2251749.85
tx944817735409962429,20250419,3.84E+11,36,CYY,835985,20251228,215891,KXMK,13898835,N,AUTO-GEN-S5A100VH,26,728092,WB,57,472930.51,958335.59,107061.39,84001.41
tx882363280709012567,20250822,7.90E+11,43,KQY,650228,20250322,760432,ZNUX,62012158,Y,AUTO-GEN-JXBYXE5K,60,801037,JH,65,-209609.92,-458392,269541.84,284922.27
tx569688165787522378,20251118,9.58E+11,12,SLD,439670,20250526,207614,DICV,95623411,Y,AUTO-GEN-62N45UYR,81,875546,FY,29,-887349.29,296780.27,1684680.97,1669852.98
tx951944008970100201,20250915,2.52E+11,15,RMN,568886,20250916,738924,NRFE,72865328,Y,AUTO-GEN-GKT1EP46,32,972511,KE,72,742403.01,-863805.42,4877699.88,4879400.91
tx365587438382288057,20250603,2.17E+11,28,QJA,347501,20250328,965602,HJZK,12555733,Y,AUTO-GEN-65206Y0B,51,913559,GI,72,791106.15,-591970.37,760204,790938.42
tx532927387413420399,20250922,4.94E+11,46,KTG,199212,20251114,363351,GDJK,81277385,N,AUTO-GEN-WSIZRUAE,99,180952,YZ,74,252878.28,427543.66,2043103.4,1997483.66
tx162421387166736801,20250512,7.28E+11,13,LSE,690800,20250721,779734,ELZX,56468577,N,AUTO-GEN-D5LCREEW,83,643907,GF,88,-148078.81,-698518.87,2483815.86,2486927.66
tx205111327557149679,20250618,8.15E+11,91,QCH,470301,20250409,362258,FDSG,46963397,N,AUTO-GEN-QOYFYOTX,71,928696,OH,19,-595059.38,-719170.64,2795251.62,2834582.79
tx845011662445239423,20251221,6.06E+11,81,HYJ,258397,20250430,454026,OVHY,65664878,N,AUTO-GEN-O4W11HEQ,50,284955,DP,91,-444629.05,-305185.54,3009319.33,3051014.78
tx672107788020625590,20251018,5.53E+11,86,IVX,315328,20251110,101676,WQUW,57666522,N,AUTO-GEN-AVW9V4WM,93,973762,SS,14,478181.19,465324.63,4270146.47,4305888.7
tx719898248887894902,20250828,6.98E+11,48,ZCV,290378,20250519,140224,DROP,59386500,N,AUTO-GEN-GEMDWVHP,57,243845,RW,60,-192255.23,-931026.9,283857.58,241686.2
tx129452801111178250,20250822,3.38E+11,28,QXY,952332,20260222,542213,IHOL,93957607,N,AUTO-GEN-CVTUJSE6,39,623916,PI,97,979612.14,-281256.11,4168882.26,4196554.92
tx551914472005621846,20251215,3.14E+11,67,YKX,206592,20250815,938742,EMNT,10015618,Y,AUTO-GEN-GPQCFT4N,25,366015,NA,37,-884901.84,195537,1638263.92,1661010.53
tx331472718489663882,20250728,3.99E+11,37,JKU,778086,20260121,969428,LTAN,45467114,Y,AUTO-GEN-K4GZ5TPQ,79,807240,MJ,99,325474.75,136348.58,1878320.98,1840198.45
tx554891028931534280,20250328,6.84E+11,42,XII,254587,20251027,600529,WBAG,37253976,N,AUTO-GEN-MOYJRDXE,99,724672,IG,23,-415699.99,973127.51,995680.1,996804.96
tx437219263703220133,20250805,9.75E+11,71,TBJ,533589,20251011,846506,POYN,88602672,Y,AUTO-GEN-DB701JN0,14,182356,BH,86,520185.98,-244392.95,3730237.41,3691960.49
tx523745412513309026,20251016,5.24E+11,99,HGF,377063,20260225,626073,NCOH,37769090,N,AUTO-GEN-8FH4HJF3,51,554519,EA,69,-195407.82,50084.45,4447262.04,4421657.57
tx213449318831148184,20250315,5.09E+11,74,EDZ,631939,20250525,396194,HIMY,61594385,N,AUTO-GEN-46A5FEHA,34,558795,IW,26,619097.17,454275.04,1002098.42,1018111.14
tx715017598411197692,20251220,1.43E+11,12,THY,909955,20250818,724305,MOHY,15932287,Y,AUTO-GEN-S6G4F5V1,44,698658,FP,59,549811.09,827740.32,572937.13,607628.47
tx270530948356431998,20260106,8.65E+11,78,IFQ,356103,20250425,277608,TQJA,14601040,Y,AUTO-GEN-KZIFFFSK,34,469060,AD,40,728834.73,-908822.46,3430291.18,3476922.16
tx461634163998373769,20250312,7.70E+11,64,ISD,741199,20251114,338278,XSZQ,78216656,Y,AUTO-GEN-A7NUADAR,81,780841,IO,57,-383133.93,201793.87,69529.37,33821.88
tx351525734171974587,20250805,1.69E+11,42,UAM,300674,20251211,412182,KIRW,65310749,N,AUTO-GEN-B0YRMR9K,87,531642,EU,64,288349.5,-751235.63,3960421.04,4008119.07
tx145889394713587755,20251031,9.49E+11,96,QKD,511351,20260106,936901,TOLJ,51709978,Y,AUTO-GEN-ZWE66ZSS,94,339317,AZ,61,-425473.48,-825448.21,3414317.79,3439770.4
tx920276789714785845,20260107,2.96E+11,20,DZJ,749772,20250505,829731,KVJT,46628611,N,AUTO-GEN-CXVVQX2P,97,441376,GR,63,587230.92,-857092.1,3590869.3,3613537.43
tx632911553344947984,20250616,8.48E+11,21,YLD,596567,20250811,294751,PELF,77006756,Y,AUTO-GEN-VU0JKFM8,52,986503,KD,91,644789.7,243487.09,4413217.99,4452351.91
tx909531104607640226,20250825,9.43E+11,20,FPO,428387,20251125,381936,MOKB,89205818,Y,AUTO-GEN-O2BP81NH,75,470752,WJ,35,-353033.01,-910103.31,4778572.26,4814210.95
tx518056149322035871,20250402,7.14E+11,71,ORB,986617,20250721,653363,NYRQ,57367252,Y,AUTO-GEN-0BWSX5Z0,47,578766,HL,60,-362875.43,599619.11,2528614.09,2542801.73
tx667112216497317594,20250805,7.92E+11,46,ONS,735708,20250910,652628,XYZJ,74931557,N,AUTO-GEN-A0SS5A9U,36,602857,AZ,44,756918.86,-207626.64,3947903.33,3907329.45
tx030365120925487787,20250730,1.31E+11,85,UFF,695917,20260207,785102,AMAV,64095882,Y,AUTO-GEN-I6X5ERVH,26,170014,WT,57,-621203.24,676685.29,126416.36,140242.18
tx798636576326712467,20250808,7.17E+11,98,HDN,610160,20260220,180633,QLHW,25336339,Y,AUTO-GEN-A2BZPEDM,76,767626,ZS,28,-47733.35,706374.62,3990678.95,4030383.59
tx209672845765274062,20250310,4.72E+11,31,RXY,702192,20251112,635382,MPTR,44947800,Y,AUTO-GEN-KWVKQ0Q2,91,606365,HP,63,343353.34,-581963.63,4413778.3,4417318.63
tx725056084989105316,20250604,4.19E+11,10,QJA,737851,20250512,794325,WXIK,62583007,N,AUTO-GEN-23X1MWHZ,94,250386,QK,65,-652080.1,-845924.39,3113327.28,3162796.88
tx602095410535704909,20251008,2.12E+11,71,UVY,892689,20250921,200064,XTDZ,25727175,Y,AUTO-GEN-NA52V2DF,84,498569,GJ,59,-622556.65,-520358.63,1387771.03,1426574.88
tx372462263972140248,20250412,5.08E+11,24,VXI,217384,20260113,360139,QLAD,81531419,Y,AUTO-GEN-LTYJS0HY,53,439857,LT,34,87919.53,-940017.25,3700009.22,3722483.66
tx279091864663564772,20260128,2.82E+11,80,NKS,760105,20260309,361754,RNQT,64899835,N,AUTO-GEN-K2GDWW94,66,935516,WD,10,-529100.49,-60815.14,1732410.01,1711648.75
tx103399865154282514,20251012,7.88E+11,24,CFI,600572,20251103,968252,ADRI,78464201,N,AUTO-GEN-S8CRGRFK,15,743070,DG,44,919125.31,92600.37,2361663.53,2376916.11
tx675978691637437372,20250916,8.35E+11,65,TXR,992208,20251112,190279,HOGD,82224395,N,AUTO-GEN-TVH3FTNW,81,322454,HA,58,-394004.54,-693521.08,1098512.07,1049017.8
tx792485658545761930,20260203,7.59E+11,82,CWT,589228,20260224,269637,STWJ,36310373,N,AUTO-GEN-6ELG7273,81,245336,GU,32,-246245.13,839362.46,226480.34,202024.45
tx001490367777972476,20250628,1.53E+11,37,AQM,311623,20250504,507025,SJMC,70062885,N,AUTO-GEN-YPS0I3J2,47,519799,QN,46,465529.25,578056.43,1594348.16,1599422.79
tx609883407437785052,20251201,4.79E+11,55,HYM,869259,20260110,966203,LKOO,31526857,Y,AUTO-GEN-6HJU0FC6,77,332432,SE,60,-236039.41,871050.06,4367112.55,4366496.26
tx422275346214788457,20250814,2.71E+11,75,TVW,681163,20250513,687358,DNMT,64254779,Y,AUTO-GEN-OKAT5B4Y,14,399439,FQ,13,662956.33,-152234.9,61300.42,52809.37
tx280436416576439665,20260309,6.70E+11,58,OFG,184395,20250908,683510,QLBM,27197582,N,AUTO-GEN-90RNEWFU,57,810766,HA,70,-750055.95,-579106.52,1619033.87,1578539.75
tx291826497396120658,20250629,8.37E+11,66,MAM,221047,20260210,417440,XLSO,81390414,N,AUTO-GEN-PXLKY1Z9,54,631928,FN,85,-866870.84,-847077.92,1668748.5,1640947.44
tx967178812663348534,20251128,4.96E+11,91,FRO,415790,20250928,687521,GTCB,44606578,Y,AUTO-GEN-PHK26YR4,29,639413,HG,23,-16853.18,-494206.83,4113128.88,4155370.86
tx297797465209634321,20250826,5.86E+11,72,IUH,891137,20250910,449367,PSOV,82662138,N,AUTO-GEN-JDCRZIQM,64,886162,FX,19,-124237.2,220158.78,2818283.28,2791573.38
tx610689556119702264,20250825,9.93E+11,39,XLA,728121,20250327,962888,FSDE,96775415,Y,AUTO-GEN-OCML8Z5J,16,473212,GR,11,-545959.47,866991.46,809578.37,786342.5
tx938981423263090986,20250917,9.16E+11,27,OXF,864946,20260217,658030,DROB,99739021,N,AUTO-GEN-W6M1TSD2,39,842602,ZT,20,800769.52,-81403.33,4343311.61,4309596.15
tx044134683793172858,20250505,4.65E+11,87,SRB,878614,20251213,436359,JFME,60281787,Y,AUTO-GEN-S7565PEH,13,831154,AK,46,428732.63,822385.29,3063223.68,3099222.66
tx461991841726646694,20250913,2.98E+11,71,DKM,218083,20250830,267372,VCWV,79920349,N,AUTO-GEN-O10ZC4SE,52,347430,BP,58,-64164.62,-391025.1,4740108.17,4692126.87
tx151061683069478636,20260109,9.14E+11,24,NOP,895285,20260219,543419,TQMV,67415218,N,AUTO-GEN-AJXJU563,57,610970,AN,53,14217.58,-657246.16,2604062.53,2570493.94
tx448796053183641952,20251030,3.93E+11,18,BJE,198576,20250316,755403,WXZF,78738693,Y,AUTO-GEN-O840J3W4,57,505780,RP,71,178846.18,13853.44,2489208.12,2478485.55
tx812760384982008345,20251121,1.85E+11,76,AZB,966082,20250514,454427,VYHV,48884442,Y,AUTO-GEN-CHKX9BCO,74,318152,CW,39,378563.63,-101047.94,4363266.69,4404274.96
tx531823949308675422,20250827,8.88E+11,25,TQC,865289,20250518,648348,YGAD,45561689,Y,AUTO-GEN-Z473IK7N,35,557406,LO,99,-242523.32,150264.12,2240621.6,2235107.36
tx629696894230570976,20260309,7.86E+11,52,IYZ,130718,20260218,113972,OAHE,75329444,N,AUTO-GEN-XANR1FWS,57,284393,OY,23,20401.74,867284.04,2999824.31,2977611.23
tx462084633685856693,20250812,5.39E+11,75,HYW,265734,20250630,914932,XLOH,34834812,N,AUTO-GEN-ENFU5VHW,95,889584,TW,21,-175402.88,655809.26,3460631.12,3479997.93
tx993040461976401635,20250822,6.28E+11,76,GWQ,524199,20250323,177139,RUBS,10988121,Y,AUTO-GEN-GZG88FBR,64,865258,WC,94,558223.73,890661.19,3287970.59,3266624.27
tx819476034029016389,20250802,2.42E+11,52,GBB,307155,20250824,634299,XMEL,33433230,N,AUTO-GEN-A876BIHU,74,615226,ES,49,716723.77,880135.94,63593.39,107603.85
tx319244502652948709,20250826,4.16E+11,93,AOW,473558,20250817,642392,DMEO,84394224,N,AUTO-GEN-W0ACAYFN,49,930233,MV,52,-570164.81,380280.22,2532294.07,2544084.78
tx182161511931082254,20251029,1.53E+11,33,YFU,592076,20260303,158577,GRSM,44945116,Y,AUTO-GEN-MT7SZQ8F,30,909247,WD,52,295890.64,-757426.82,2853396.68,2840909.13
tx990585266762602511,20250812,8.87E+11,73,ZHE,202336,20250313,589430,JBRY,54625322,N,AUTO-GEN-S18U5SUV,43,794968,CZ,30,-708059.25,-233379.94,1229313.4,1222103.92
tx530155451199450956,20250423,2.71E+11,76,FZH,998283,20250706,170505,SOWS,73839779,Y,AUTO-GEN-HZAUISC8,29,764858,PV,36,705290.51,-552296.27,3514450.25,3506934.87
tx248271798966220155,20250310,5.03E+11,55,MIW,273802,20250925,404001,HUJV,98683029,N,AUTO-GEN-MT0NGE0Y,61,900362,OT,58,893274.22,-913288.66,1288533.89,1301593.49
tx544237017355197561,20251024,9.33E+11,31,JTB,600671,20251031,201524,HJUZ,46028280,N,AUTO-GEN-7EPZVUN0,46,192422,GN,47,-954139.51,-317481.34,734470.85,759157.12
tx489599920187231969,20250504,9.28E+11,60,DBQ,656974,20260130,470284,TDSC,19517388,N,AUTO-GEN-PX0ZFP1U,21,808835,FE,19,610189.04,87679.73,3772495.24,3791644.4
tx776241239021781858,20260304,7.70E+11,71,BMO,596524,20250314,956709,PXKA,34885767,Y,AUTO-GEN-SBZORNND,85,496227,MV,37,-199213.59,-763802.94,575586.83,542249.8
tx071175402828234401,20250708,7.14E+11,60,CDZ,364481,20250405,259468,XMLJ,67614766,Y,AUTO-GEN-0JIVLC2I,55,296613,LK,72,435775.63,549352.28,93900.04,102272.3
tx683310120135088059,20250510,9.09E+11,65,EWK,651192,20250802,856273,IFNR,89457917,Y,AUTO-GEN-MX2Q83RT,32,623151,AV,96,-504465.4,914902.96,840164.36,872663.63
tx236979551179456547,20250309,6.74E+11,91,NVV,952597,20250916,290854,IDEA,36346336,N,AUTO-GEN-1TZ7OON1,70,870137,YN,85,909198.69,226565.22,468916.58,481203.39
tx104647911407473626,20251002,4.18E+11,94,HDJ,289108,20250520,909289,ZPAQ,39541744,Y,AUTO-GEN-24ETC4HN,84,583659,VV,26,-659136.2,126285,2384432.54,2378705.38
tx220359424080012866,20251106,7.14E+11,38,RRC,557439,20251026,620303,SDZQ,46744754,Y,AUTO-GEN-GLJ2YG7T,19,515263,XK,13,309642.4,-577214.01,2517598.2,2566383.53
